text,labels
hubner ternyata ngedit caption postingannya ttg coach shin bagian disappointed nya dihapus dia juga yg post di exc story kalo dia gatau kenapa pelatih harus diganti tibatiba skrg captionnya diubah entahlah mungkin ada yg mengingatkan,negative
breaking ultras garuda indonesia kirim surat terbuka ke ketum pssi erick thohir mengenai pemecatan shin taeyong ugi berharap pssi memberikan jawaban dan tanggapan secara cepat dan berkomunikasi aktif sebelum tanggal januari semangat menyuarakan aspirasi,neutral
yang setuju pssi bubar boleh retweet,neutral
lihat di ig semua warga indo berterimakasih dan memuji sepertinya ini hanya keserakahan pssi jadi dari pada berbenturan mengejek dan berkelahi dengan fans indonesia lebih baik fokus pada federasi dan mengkritik mereka jangan ngajak musuhan dan asal asalan membaca suasana,negative
terimakasih coach shin taeyong atas dedikasinya dan ceritanya selama ini pssi resmi memberhentikan coach sty dari kursi pelatih indonesia,neutral
pssi yang pecat gue yang ngerasa ga enak hati ama sty,negative
resmi pssi berhentikan shin taeyong,neutral
dalam statementnya pak et secara ga langsung bilang coach sty kurang baik pak beliau dateng ke timnas dgn situasi dan memulai dgn latihan passing lho pak,positive
di sini ada tragedi kanjuruhan menpora kapolri kapolda kapolres dan ketum pssi saat itu boroboro mundur belum lgi banyak kasus lainnya hadeeeeeh,negative
spiny lobster asmr reward program wweonnetflix pssi timnas,neutral
anak shin taeyong komen di instagram timnas banyak yang mau aku katakan tentang bagaimana pssi memperlakukan ayahku selama tahun tapi aku akan tetap diam waduhhh kalau dibongkar selesai tuh pssi,negative
thank you coach for all the memories we ve shared in such a short time wishing you the very best for the future i believe pssi has made its decision with the best intentions for the future of indonesian football let s keep chasing our main goal world cup all,neutral
𝗛𝗼𝗿𝗺𝗮𝘁 𝘂𝗻𝘁𝘂𝗸 𝗜𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮 fifaworldcup asianqualifiers 夢への勇気を samuraiblue jfa daihyo サッカー日本代表,neutral
innalillahi timnas indonesia innalillahi piala dunia pssi liat nanti,neutral
didegragdasikan dikeluarkan dikloning tapi oleh bonek tidak ditinggalkan kemudian setelah sekian lama diperjuangkan diakui kembali oleh pssi januari perjuangan bonek berbuah hasil panjang umur perjuangan doa terbaik untuk mereka yang telah pergi,positive
komentar mantan ketua umum pssi mochamad iriawan tentang dipecatnya coach shin taeyong alhamdulillah dulu pilihan kami menunjuk sty sebagai pelatih kepala mendatangkan perbaikan terhadap persepakbolaan kita dari ranking fifa meningkat ke posisi kemudian saat ini,neutral
selamat datang coach ‣ pssi,neutral
pelatih sama pemain udah sedeket ini padahal orang korea yang terkenal berdarah dingin bisa cair sama pemain kita rasa keluargaannya terasa banget wajar kalo banyak yg kecewa sama keputusan pssi,negative
sampai kapan pun masih relate aja ini tweet untuk pssi,negative
pssi pelatih baru akan diumumkan pada januari sty,neutral
why this chicken bothering the cat haha dasar ayam ga diri reward program wweonnetflix pssi timnas,negative
ini justru ngejawab kenapa sty diganti sisi pssi ngerasa udah effort buat naturalisasi banyak pemain eropa tapi dirasa belum bisa dimaksimalkan slek sama elkan baggott jadi fakta tambahan bukan benar salah tapi cara ngebaca arah organisasi,negative
segoblokgobloknya kita masih goblokan pssi,negative
komentar exco pssi ketika ditanya tentang sty setelah gagal di aff cup pssi gagal kelola sepakbola out juga dong,negative
shin taeyongs controversial dismissal what led to the decision shin taeyong s departure from timnas indonesia has sparked widespread debate among fans and pundits pssi s announcement cited internal evaluations and a need for a fresh approach but many believe the decision,neutral
butuh nyali bersihkan dari tangantangan kotor insyaallah sepak bola indonesia bersih dan berprestasi,positive
pssi s official statement on shin taeyong s dismissal pssi s official statement regarding shin taeyong s dismissal emphasized the need for change to achieve indonesia s football aspirations erick thohir as a key figure in pssi highlighted the importance of aligning the,neutral
ada beberapa kali lihat komen netizen thomas doll sepertinya cocok jadi opsi gantikan shin taeyong ngga tepat bukan karena kualitasnya tapi karena td ini pelatih yang susah diatur kalo a dia bilang a kalo b dia bilang b pssi mana mau punya pelatih model td begini,negative
kita apresiasi pemain pelatih pssi amp timnas garuda meski belum juara aff semangat juang amp kerja keras mereka membuat kita bangga jkw,positive
pssi terangterangan meremehkan sty,negative
intinya jika timnas gagal ke piala dunia seluruh jajaran pssi yang setuju membuang sty wajib out,negative
breaking pertemuan dengan patrick kluivert ternyata sudah dimulai sejak piala asia qatar kluivert ditemani manajernya soufian asafiati berkesempatan berbicara dengan erick thohir ketua pssi setelah menyaksikan pertandingan indonesia sejak saat itu keduanya terus,neutral
dan buzzerbuzzernya jgn paksa masyarakat bola indonesia dukung kluivert dukungan itu diperjuangkan bukan dipaksa sty memperjuangkan itu karenanya ia layak didukung sty membuktikan itu karenanya ia layak dicintai liat aja kluivert bisa memperjuangkan juga ga,positive
wkwkwkwkwkw tolol adding the indonesian corporate shit values into decision making cuma karena mau datang di hari penting abaikan semua hal jadi dinilai serius goblok dikira karyawan biyuemen kali yang disuruh lembur manut aje tolol kalian tolol semua,negative
cuma mau ngasih tau buat pssi erick thohir dan seluruh kaum kardus mie instan sir alex ferguson butuh tahun baru bisa meraih trofi pertamanya di manchester united lalu elo berharap shin taeyong membawa tim peringkat fifa juara piala dunia tolol,neutral
kalo ga sesuai target pssi nya bubar,negative
sty to pssi,neutral
deretan pernyataan yang sangat bola dari para exco pssi yang terhormat,neutral
timnas pssi erickthohir stystay sty kluivertout tanggungjawab niih anak ini mewakili pwrasaan sebagian besar rakyat indonesia,neutral
lawakan hari ini peringkat lagaknya setara argentina gue ketawain lu pada kalo gagal pildun,negative
menurut arya sinulingga kemenangan bersejarah timnas indonesia dari arab saudi akibat ancaman mundur erick thohir sbg ketum pssi keren ngancam aja terus pak et lebih keras gpp yg penting timnas bisa menang lawan australia bahrain china jepang dan lolos ke piala dunia,positive
jujur sampai sekarang masih heran kenapa pssi memutuskan untuk memecat shin taeyong,negative
katanya sty dikontrak sampe katanya pelatih baru diumumkan tanggal omon omon omon omon,neutral
tanggapan exco pssi arya sinulingga soal target pssi untuk timnas indonesia gimana komentarnya jebreeeteam,neutral
terima kasih coach atas dedikasimu buat indonesia masih gak ngerti pemikiran erick thohir buat mecat sty aku kira dia sbg ketua pssi gak bakal menyangkut pautkan bola ke politik ternyata,positive
draf next jika menang lawan ostrali tuh kan bukan faktor pelatih timnas bisa menang tapi berkat ketum pssi dengan pemain naturalisasinya gimana sepakbola kita keren tidak jika kalah lawan terbukti warisan sistem sty gagal total tapi asa itu masih ada,positive
pak sumardji coach shin taeyong terima keputusan pssi dan ucapkan terima kasih atas kebersamaan selama tahun sty juga doakan indonesia lolos ke piala dunia,neutral
saat pssi menunjuk luis milla saya optimis saat pssi menunjuk shin taeyong saya optimis tapi saat pssi menunjuk patrick kluivert kok saya masih belum optimis ya,negative
katamya selain tukang judol juga kena kasus pemerkosaan yah wkwkwkwk pssi tolol gapernah gue se mual ini anjir najis,negative
media korea ditunggu undangan podcastnya buat bongkar aib pssi,neutral
detikdetik kumpulan burung menabrak pesawat the collision between a bird and an aircraft known as the term bird strike is a quite frequent occurrence in aviation reward program wweonnetflix pssi timnas,neutral
pak muh menolak percaya,negative
bek persis solo abduh lestaluhu mengutuk keras serangan yang dialami klubnya menurutnya kejadian tersebut membuktikan kondisi sepakbola tanah air yang buruk persis liga pssi,negative
penjudi pengaturan score kriminal cocoknya jd anggota exco pssi ini mirip mirip,negative
tidak ada pelatih timnas indonesia seperti shin taeyong sebelumnya dimana teknik dasar bermain sepakbola control dan passing kembali diajarkan oleh shin tae yong padahal itu menjadi tugas dari pssi untuk menciptakan pemain timnas bahkan luis milla tidak pernah melakukan itu,negative
fans react to shin taeyongs departure the news of shin taeyong s dismissal has triggered an outpouring of reactions from fans social media platforms are abuzz with discussions as many express disappointment over pssi s decision erick thohir s involvement in the process has,neutral
pssi ini tolol bgt bukannya elu pada yang berbenah malah pelatih terus yg diganti yang salah dan jelek itu eluuuu pssi eluuu bukan orang lain makanya belajar intropeksi diri tolol,negative
dari pssi kita belajar kalo pssi tidak pernah belajar,negative
the future of indonesian football postshin taeyong shin taeyong s departure marks a turning point for indonesian football pssi and erick thohir must now craft a new vision for timnas balancing continuity with innovation the next steps taken will determine whether the,neutral
pssi pbsi jot,negative
heleh alasannya karena kalah lawan china sama ga bisa berbahasa indo ceunah padahal aslinya lo tutupin kan ngaku lo pssi,negative
kemarin la nyalla bilang ingin menghancurkan mafia bola terutama di lingkaran internal pssi hari ini erick thohir bilang butuh nyali bersihkan pssi dari tangan kotor tubuh pssi ini isinya apa sih sebenarnya,negative
breaking exco pssi arya sinulingga akan melaporkan akun yg menyebarkan hoax fitnah ujaran kebencian dan penyebaran doxing akan dijadikan sebagai bukti pelaporan ke pihak polisi,neutral
cw bola guys ini bnrn coach sty di pecat pssi huaaaaaaa kaget bgtt kamsahamnida choachnim,negative
financial implications of shin taeyong s dismissal the financial aspect of shin taeyong s dismissal is a critical yet underdiscussed topic terminating his contract likely involves a significant payout adding strain to pssi s budget erick thohir s stewardship will be vital,neutral
resmi pssi menunjuk patrick kluivert sebagai pelatih baru timnas indonesia selama dua tahun selamat datang patrick,neutral
kin malu emg pssi,negative
bisa bisanya pssi dan eric shame on you,neutral
jasa besar shin taeyong atas timnas indonesia pssi seharusnya tahu itu kalau evaluasi tentang bahasa okelah sty out tapi kalau evaluasi hasil aff artinya betapa gobloknya erick thohir kali ini,negative
tahun baru udah bikin badmood aaaarghhhh inisial pssi,negative
mengharapkan jiwa kepemimpinan dari seorang yang pernah punya kasus dugaan pemerkosaan kelalaian yang menyebabkan korban meninggal amp judi logika yang sungguh syap grak dari moga pilihan kalian tepat lagian kenapa ngurus timnas pake konsep abangabangan,negative
ngapain pssi nunggu tanggal dah langsung aja erick thohir malam ini mengumumkan bahwa pengganti shin taeyong adalah patrick kluivert pejudi handal dari tanah belanda seperti dari luis milla ke simon,neutral
ketum pssi erick thohir aff memang ngga jadi penilaian saya bilang yg terbaik kita turun kan tim ini tapi hitungan nya kan ada masa saya ngga ada itung itungan lawan laos harusnya menang ngga lawan filipina artinya kalau menang masuk semifinal semuanya resiko,negative
ga bisa lupa kanjuruhan,positive
kalo berita yg berseliweran tentang sty bener berarti pelatih selanjutnya di sisa laga kualifikasi harus ditargetin bawa indonesia langsung lolos wc via peringkat grup kalo target gagal dipenuhi anda bisa mundur dari kursi jabatan ketum pssi,negative
dipecat pssi sty join psht,negative
langsung saja kluivertout,neutral
erick thohir dan pssi mau membayar jutaan towel sekaligus tidak akan bisa menandingi besarnya dukungan mereka untuk shin taeyong ericktohirout,neutral
bung binder sekarang sudah tidak bisa lagi dipake percaya proses sorry ngga bisa pake alasan lagi ini tim sudah dibentuk pemain pemain berkualitas pelatih yg sekarang masuk harus memberikan prestasi masuk ke piala dunia pssi siap siap yaa beban dikalian,negative
tidak ada lagi proses sekarang tuntutannya adalah prestasi timnas indonesia sesudah kita menikmati proses bersama shin taeyong prestasi atau erick thohir out dan bubarkan pssi kluivertout erickthohirout,negative
pemain timnas banyak dari belanda sekarang juga pelatihnya mau dari belanda gak mau sekalian ketua pssi dan jajaran exco dari belanda juga apa nih,negative
arya sinulingga bilang pssi gak pernah telat bayar gaji pemain segini aja standart sepak bola nasional itu sih bukan prestasi itu namanya kewajiban blok,negative
papa jadi sedih seindonesia juga sedih pak muhhhh kecuali orang dalem pssi,negative
pssi isinya mafia semua timnas di latih sama tukang judi presiden pelanggar ham berat wapres nepobaby ngelanggar pasal uu pemerintah asalasalan polisi pantek hukum makin ngaco what a country,negative
pak muh menolak percaya,negative
sampai kapan pun masih relate aja ini tweet untuk pssi,negative
bisa ngasih ucapan selamat datang tapi mana ucapan terimakasih buat pelatih yg uda lu pecat pdhl uda berjasa bgt buat timnas indo so disrespectful,positive
bung binder pelatih baru tersebut siapapun itu tidak bisa lagi memakai alasan percaya proses maaf gabisa lagi karena ini adalah tim yang sebetulnya sudah terbentuk jadi nanti yang saya harapkan adanya prestasi untuk pssi selamat menanggung beban,positive
hoax terbesar pssi,negative
